graph,algo,diameter,bfs_count,chosenvtx, weightp, time_diameter_exact,sx,sy
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.7_seed=356_square,ifub_foursweephd,18,6,10,0.99976, 1824.75,0.858124,0.707894
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.7_seed=356_square,ifub_hd,18,5,0,0.999978, 252.794,0.481288,0.1508
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.7_seed=356_torus,ifub_foursweephd,16,7,0,0.999978, 1711.29,0.481288,0.1508
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.7_seed=356_torus,ifub_hd,16,3,0,0.999978, 646.747,0.481288,0.1508
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.7_seed=489_square,ifub_foursweephd,17,9,0,0.999978, 1900.05,0.418152,0.108178
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.7_seed=489_torus,ifub_foursweephd,16,6,0,0.999978, 1096.66,0.418152,0.108178
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.7_seed=55_square,ifub_foursweephd,19,7,1,0.999956, 206.061,0.363,0.429214
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.7_seed=55_torus,ifub_foursweephd,17,10,1593,0.999524, 233.324,0.880909,0.884889
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.7_seed=64_square,ifub_foursweephd,18,6,1,0.999956, 445.037,0.444404,0.673064
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.7_seed=64_torus,ifub_foursweephd,16,6,0,0.999978, 1228.23,0.691687,0.131854
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.7_seed=666_square,ifub_foursweephd,17,10,1,0.999956, 408.897,0.145442,0.3032
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.7_seed=666_square,ifub_hd,17,6,0,0.999978, 109.801,0.126898,0.08495
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.7_seed=666_torus,ifub_foursweephd,16,6,0,0.999978, 1289.35,0.126898,0.084949
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.7_seed=836_square,ifub_foursweephd,18,6,1,0.999956, 1745.32,0.395182,0.553582
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.7_seed=836_square,ifub_hd,18,2,1,0.999956, 52.5842,0.395182,0.553582
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.7_seed=836_torus,ifub_foursweephd,16,6,1,0.999957, 169.273,0.395182,0.553581
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.82_seed=1001_square,ifub_foursweephd,16,8,0,0.999978, 36.4011,0.638558,0.374782
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.82_seed=1001_torus,ifub_foursweephd,15,8,0,0.999979, 1765.79,0.638559,0.374783
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.82_seed=1001_torus,ifub_hd,15,4,0,0.999979, 865.11,0.638559,0.374783
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.82_seed=14_square,ifub_foursweephd,18,10,4773,0.897007, 815.361,0.808868,0.910768
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.82_seed=14_square,ifub_hd,18,5,0,0.999978, 325.931,0.89267,0.440374
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.82_seed=14_torus,ifub_foursweephd,14,7,0,0.999979, 1536.3,0.892669,0.440374
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.82_seed=14_torus,ifub_hd,14,3,0,0.999979, 599.087,0.892669,0.440374
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.82_seed=237_square,ifub_foursweephd,17,9,30,0.998504, 1343.92,0.970532,0.452716
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.82_seed=237_square,ifub_hd,17,5,0,0.999978, 1169.86,0.290834,0.965902
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.82_seed=237_torus,ifub_foursweephd,14,8,0,0.999979, 300.172,0.290833,0.965902
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.82_seed=2_square,ifub_foursweephd,17,14,4863,0.994746, 1075.46,0.638218,0.272824
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.82_seed=2_square,ifub_hd,17,7,0,0.999978, 1581.06,0.77138,0.585576
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.82_seed=2_torus,ifub_foursweephd,16,6,0,0.999979, 1886.98,0.771379,0.585575
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.82_seed=2_torus,ifub_hd,16,2,0,0.999979, 561.179,0.771379,0.585575
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.82_seed=321_square,ifub_foursweephd,16,9,29,0.999067, 2731.92,0.718152,0.359798
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.82_seed=321_torus,ifub_foursweephd,15,7,0,0.999979, 542.687,0.410076,0.214125
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.82_seed=356_square,ifub_foursweephd,16,9,1,0.999957, 689.292,0.341082,0.719502
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.82_seed=356_torus,ifub_foursweephd,18,6,3573,0.991414, 1094.34,0.212463,0.536971
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.82_seed=356_torus,ifub_hd,18,4,0,0.999979, 1012.65,0.481288,0.1508
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.82_seed=489_square,ifub_foursweephd,19,7,0,0.999978, 519.735,0.418152,0.108178
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.82_seed=489_torus,ifub_foursweephd,17,7,0,0.999979, 1604.16,0.418152,0.108178
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.82_seed=489_torus,ifub_hd,17,3,0,0.999979, 75.1545,0.418152,0.108178
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.82_seed=55_square,ifub_foursweephd,16,8,0,0.999978, 1137.89,0.280556,0.365856
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.82_seed=55_torus,ifub_foursweephd,16,9,0,0.999979, 880.083,0.280557,0.365856
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.82_seed=64_square,ifub_foursweephd,16,6,0,0.999978, 1602.65,0.691688,0.131854
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.82_seed=64_torus,ifub_foursweephd,15,8,0,0.999979, 1737.86,0.691687,0.131854
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.82_seed=64_torus,ifub_hd,15,4,0,0.999979, 84.8534,0.691687,0.131854
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.82_seed=666_square,ifub_foursweephd,16,9,1,0.999957, 83.6129,0.145442,0.3032
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.82_seed=666_torus,ifub_foursweephd,14,8,0,0.999979, 2313.78,0.126898,0.084949
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.82_seed=666_torus,ifub_hd,14,4,0,0.999979, 320.443,0.126898,0.084949
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.82_seed=836_square,ifub_foursweephd,18,6,1,0.999957, 544.736,0.395182,0.553582
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.82_seed=836_torus,ifub_foursweephd,15,10,1,0.999957, 1256.97,0.395182,0.553581
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.88_seed=1001_square,ifub_foursweephd,15,11,0,0.999978, 1636.62,0.638558,0.374782
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.88_seed=1001_torus,ifub_foursweephd,13,16,0,0.999979, 3092.78,0.638559,0.374783
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.88_seed=1001_torus,ifub_hd,13,12,0,0.999979, 2863.79,0.638559,0.374783
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.88_seed=14_square,ifub_foursweephd,15,16,3,0.999891, 1983.59,0.432108,0.719212
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.88_seed=14_torus,ifub_foursweephd,14,7,3,0.999915, 283.691,0.497049,0.088782
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.88_seed=237_square,ifub_foursweephd,15,9,0,0.999978, 2824.65,0.290834,0.965902
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.88_seed=237_square,ifub_hd,15,5,0,0.999978, 290.445,0.290834,0.965902
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.88_seed=237_torus,ifub_foursweephd,14,6,0,0.999979, 695.51,0.290833,0.965902
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.88_seed=2_square,ifub_foursweephd,16,8,0,0.999978, 30.8688,0.77138,0.585576
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.88_seed=2_torus,ifub_foursweephd,14,6,9,0.999787, 423.265,0.667021,0.367669
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.88_seed=321_square,ifub_foursweephd,17,9,0,0.999978, 89.6745,0.410076,0.214124
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.88_seed=321_torus,ifub_foursweephd,17,7,31,0.999059, 764.553,0.355731,0.361689
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.88_seed=356_square,ifub_foursweephd,15,27,1232,0.994386, 5970.98,0.447466,0.798404
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.88_seed=356_square,ifub_hd,15,6,0,0.999978, 1099.78,0.481288,0.1508
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.88_seed=356_torus,ifub_foursweephd,14,22,6594,0.97697, 2865.84,0.956622,0.482454
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.88_seed=356_torus,ifub_hd,14,4,0,0.999979, 420.92,0.481288,0.1508
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.88_seed=489_square,ifub_foursweephd,17,7,1,0.999957, 1551.21,0.35526,0.69102
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.88_seed=489_square,ifub_hd,17,4,0,0.999978, 168.486,0.418152,0.108178
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.88_seed=489_torus,ifub_foursweephd,14,25,6283,0.789297, 86.5836,0.79728,0.269075
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.88_seed=55_square,ifub_foursweephd,17,8,0,0.999978, 361.761,0.280556,0.365856
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.88_seed=55_torus,ifub_foursweephd,14,7,0,0.999979, 1034.17,0.280557,0.365856
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.88_seed=64_square,ifub_foursweephd,16,8,8,0.999697, 782.54,0.446448,0.520592
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.88_seed=64_torus,ifub_foursweephd,17,7,3,0.999914, 1398.45,0.095977,0.841749
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.88_seed=64_torus,ifub_hd,17,4,0,0.999979, 612.809,0.691687,0.131854
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.88_seed=666_square,ifub_foursweephd,17,7,2309,0.979916, 1724.37,0.846426,0.023324
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.88_seed=666_square,ifub_hd,17,5,0,0.999978, 974.258,0.126898,0.08495
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.88_seed=666_torus,ifub_foursweephd,14,7,0,0.999979, 498.606,0.126898,0.084949
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.88_seed=836_square,ifub_foursweephd,16,7,549,0.998941, 1182.05,0.157016,0.500578
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.88_seed=836_torus,ifub_foursweephd,14,7,8,0.999787, 736.935,0.529198,0.802321
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.88_seed=836_torus,ifub_hd,14,3,0,0.999979, 138.974,0.95585,0.00565
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.94_seed=1001_square,ifub_foursweephd,18,6,2012,0.9944, 1743.72,0.4556,0.618912
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.94_seed=1001_square,ifub_hd,18,5,0,0.999978, 1150.49,0.638558,0.374782
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.94_seed=1001_torus,ifub_foursweephd,14,7,0,0.999979, 1689.29,0.638559,0.374783
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.94_seed=14_square,ifub_foursweephd,15,32,6,0.999806, 2402.38,0.726878,0.93558
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.94_seed=14_torus,ifub_foursweephd,14,6,0,0.999979, 489.639,0.892669,0.440374
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.94_seed=237_square,ifub_foursweephd,15,19,9,0.999741, 1626.33,0.486808,0.488576
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.94_seed=237_torus,ifub_foursweephd,14,7,1,0.999958, 2074.09,0.938517,0.833829
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.94_seed=237_torus,ifub_hd,14,3,0,0.999979, 495.488,0.290833,0.965902
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.94_seed=2_square,ifub_foursweephd,16,7,0,0.999978, 859.623,0.77138,0.585576
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.94_seed=2_torus,ifub_foursweephd,15,7,0,0.999979, 722.269,0.771379,0.585575
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.94_seed=321_square,ifub_foursweephd,16,7,4,0.99987, 36.9452,0.379962,0.628062
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.94_seed=321_torus,ifub_foursweephd,14,30,3459,0.952515, 5888.06,0.622005,0.711306
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.94_seed=356_square,ifub_foursweephd,16,9,2,0.999935, 362.606,0.713744,0.688724
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.94_seed=356_torus,ifub_foursweephd,14,21,78,0.993952, 1115.12,0.051285,0.188991
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.94_seed=489_square,ifub_foursweephd,16,7,1,0.999935, 306.171,0.402654,0.261926
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.94_seed=489_torus,ifub_foursweephd,13,11,0,0.999979, 3769.85,0.418152,0.108178
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.94_seed=489_torus,ifub_hd,13,7,0,0.999979, 24.4127,0.418152,0.108178
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.94_seed=55_square,ifub_foursweephd,15,11,0,0.999978, 3224.24,0.280556,0.365856
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.94_seed=55_square,ifub_hd,15,7,0,0.999978, 2270.25,0.280556,0.365856
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.94_seed=55_torus,ifub_foursweephd,15,7,0,0.999979, 1029.16,0.280557,0.365856
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.94_seed=64_square,ifub_foursweephd,16,10,1776,0.999763, 871.781,0.932496,0.953984
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.94_seed=64_torus,ifub_foursweephd,13,12,0,0.999979, 4210.71,0.691687,0.131854
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.94_seed=64_torus,ifub_hd,13,8,0,0.999979, 1796.34,0.691687,0.131854
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.94_seed=666_square,ifub_foursweephd,16,9,21,0.997821, 728.518,0.94121,0.414468
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.94_seed=666_torus,ifub_foursweephd,15,7,1,0.999958, 15.6177,0.145442,0.3032
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.94_seed=836_square,ifub_foursweephd,15,8,1,0.999957, 906.77,0.395182,0.553582
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.94_seed=836_square,ifub_hd,15,4,1,0.999957, 804.716,0.395182,0.553582
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.94_seed=836_torus,ifub_foursweephd,14,8,1139,0.998386, 2747.27,0.683444,0.471414
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.9999_seed=1001_square,ifub_foursweephd,15,12,6,0.999828, 959.072,0.570896,0.514248
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.9999_seed=1001_torus,ifub_foursweephd,14,14,7829,0.993678, 3611.36,0.778401,0.677411
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.9999_seed=1001_torus,ifub_hd,14,3,0,0.999979, 363.592,0.638559,0.374783
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.9999_seed=14_square,ifub_foursweephd,16,8,4371,0.99957, 28.4644,0.11675,0.983846
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.9999_seed=14_square,ifub_hd,16,3,0,0.999978, 495.079,0.89267,0.440374
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.9999_seed=14_torus,ifub_foursweephd,14,8,1021,0.999894, 3183.89,0.432107,0.719211
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.9999_seed=14_torus,ifub_hd,14,5,0,0.999979, 9.77067,0.892669,0.440374
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.9999_seed=237_square,ifub_foursweephd,16,13,1205,0.999442, 1817.31,0.290494,0.41744
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.9999_seed=237_torus,ifub_foursweephd,14,15,3,0.999895, 127.723,0.017083,0.013148
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.9999_seed=2_square,ifub_foursweephd,15,9,0,0.999978, 104.135,0.77138,0.585576
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.9999_seed=2_torus,ifub_foursweephd,15,7,0,0.999979, 30.1714,0.771379,0.585575
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.9999_seed=321_square,ifub_foursweephd,14,7,0,0.999979, 915.507,0.410076,0.214124
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.9999_seed=321_torus,ifub_foursweephd,13,42,9,0.999746, 4314.61,0.25662,0.971176
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.9999_seed=356_square,ifub_foursweephd,16,15,1566,0.99722, 2878.99,0.934446,0.856276
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.9999_seed=356_square,ifub_hd,16,3,0,0.999978, 695.259,0.481288,0.1508
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.9999_seed=356_torus,ifub_foursweephd,13,9,0,0.999979, 977.973,0.481288,0.1508
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.9999_seed=489_square,ifub_foursweephd,15,38,946,0.997485, 9040.89,0.218418,0.800214
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.9999_seed=489_square,ifub_hd,15,9,0,0.999979, 2477.92,0.418152,0.108178
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.9999_seed=489_torus,ifub_foursweephd,13,17,2,0.999937, 3913.97,0.402654,0.261926
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.9999_seed=489_torus,ifub_hd,13,13,0,0.999979, 937.895,0.418152,0.108178
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.9999_seed=55_square,ifub_foursweephd,15,10,1,0.999957, 656.055,0.363,0.429214
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.9999_seed=55_square,ifub_hd,15,4,0,0.999978, 556.436,0.280556,0.365856
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.9999_seed=55_torus,ifub_foursweephd,14,39,2235,0.998837, 3032.42,0.842771,0.93837
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.9999_seed=64_square,ifub_foursweephd,18,8,14236,0.895408, 492.701,0.858736,0.293804
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.9999_seed=64_torus,ifub_foursweephd,14,16,2,0.999937, 5734.84,0.674991,0.943797
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.9999_seed=666_square,ifub_foursweephd,15,13,3,0.999871, 215.347,0.480548,0.263834
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.9999_seed=666_torus,ifub_foursweephd,14,9,14,0.999535, 880.671,0.414601,0.886146
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.9999_seed=836_square,ifub_foursweephd,16,16,1904,0.441478, 1474.47,0.407732,0.349948
girg_n=50000_deg=5_dim=2_ple=2.55_T=0.9999_seed=836_torus,ifub_foursweephd,14,8,0,0.999979, 1210.02,0.95585,0.00565
girg_n=50000_deg=5_dim=2_ple=2.75_T=0.0_seed=1001_square,ifub_foursweephd,37,7,2304,0.999367, 671.416,0.06163,0.72837
girg_n=50000_deg=5_dim=2_ple=2.75_T=0.0_seed=1001_torus,ifub_foursweephd,30,7,2,0.999933, 1442.03,0.191768,0.035866
girg_n=50000_deg=5_dim=2_ple=2.75_T=0.0_seed=1001_torus,ifub_hd,30,3,0,0.999978, 74.3726,0.638559,0.374783
girg_n=50000_deg=5_dim=2_ple=2.75_T=0.0_seed=14_square,ifub_foursweephd,32,6,1,0.999954, 512.219,0.107344,0.489812
girg_n=50000_deg=5_dim=2_ple=2.75_T=0.0_seed=14_torus,ifub_foursweephd,30,6,0,0.999977, 1593.24,0.892669,0.440374
girg_n=50000_deg=5_dim=2_ple=2.75_T=0.0_seed=14_torus,ifub_hd,30,2,0,0.999977, 740.855,0.892669,0.440374
girg_n=50000_deg=5_dim=2_ple=2.75_T=0.0_seed=237_square,ifub_foursweephd,37,10,7,0.999772, 785.627,0.612668,0.502492
girg_n=50000_deg=5_dim=2_ple=2.75_T=0.0_seed=237_torus,ifub_foursweephd,37,10,9,0.999774, 50.1849,0.612669,0.502491
girg_n=50000_deg=5_dim=2_ple=2.75_T=0.0_seed=2_square,ifub_foursweephd,38,6,7052,0.943801, 702.019,0.731736,0.23436
girg_n=50000_deg=5_dim=2_ple=2.75_T=0.0_seed=2_torus,ifub_foursweephd,38,6,7213,0.944211, 725.13,0.731736,0.234361
girg_n=50000_deg=5_dim=2_ple=2.75_T=0.0_seed=321_square,ifub_foursweephd,37,19,3540,0.998582, 308.491,0.351282,0.831634
girg_n=50000_deg=5_dim=2_ple=2.75_T=0.0_seed=321_square,ifub_hd,37,44,0,0.999977, 420.248,0.410076,0.214124
girg_n=50000_deg=5_dim=2_ple=2.75_T=0.0_seed=321_torus,ifub_foursweephd,32,6,2,0.999932, 288.166,0.426375,0.410039
girg_n=50000_deg=5_dim=2_ple=2.75_T=0.0_seed=356_square,ifub_foursweephd,33,10,2,0.999932, 817.497,0.713744,0.688724
girg_n=50000_deg=5_dim=2_ple=2.75_T=0.0_seed=356_torus,ifub_foursweephd,30,6,0,0.999977, 1036.21,0.481288,0.1508
girg_n=50000_deg=5_dim=2_ple=2.75_T=0.0_seed=489_square,ifub_foursweephd,33,11,1,0.999955, 1242.39,0.35526,0.69102
girg_n=50000_deg=5_dim=2_ple=2.75_T=0.0_seed=489_torus,ifub_foursweephd,31,7,0,0.999977, 804.179,0.418152,0.108178
girg_n=50000_deg=5_dim=2_ple=2.75_T=0.0_seed=55_square,ifub_foursweephd,40,6,0,0.999977, 1373.86,0.280556,0.365856
girg_n=50000_deg=5_dim=2_ple=2.75_T=0.0_seed=55_square,ifub_hd,40,2,0,0.999977, 240.734,0.280556,0.365856
girg_n=50000_deg=5_dim=2_ple=2.75_T=0.0_seed=55_torus,ifub_foursweephd,35,7,2,0.999933, 997.62,0.549485,0.875515
girg_n=50000_deg=5_dim=2_ple=2.75_T=0.0_seed=55_torus,ifub_hd,35,5,0,0.999978, 88.7828,0.280557,0.365856
girg_n=50000_deg=5_dim=2_ple=2.75_T=0.0_seed=64_square,ifub_foursweephd,51,13,3365,0.998269, 792.465,0.20547,0.317208
girg_n=50000_deg=5_dim=2_ple=2.75_T=0.0_seed=64_square,ifub_hd,51,17,0,0.999977, 1471.31,0.691688,0.131854
girg_n=50000_deg=5_dim=2_ple=2.75_T=0.0_seed=64_torus,ifub_foursweephd,48,6,10448,0.970235, 553.09,0.230314,0.280045
girg_n=50000_deg=5_dim=2_ple=2.75_T=0.0_seed=666_square,ifub_foursweephd,36,6,913,0.999932, 1296.18,0.305848,0.862258
girg_n=50000_deg=5_dim=2_ple=2.75_T=0.0_seed=666_square,ifub_hd,36,4,0,0.999977, 147.327,0.126898,0.08495
girg_n=50000_deg=5_dim=2_ple=2.75_T=0.0_seed=666_torus,ifub_foursweephd,33,7,0,0.999977, 1496.72,0.126898,0.084949
girg_n=50000_deg=5_dim=2_ple=2.75_T=0.0_seed=836_square,ifub_foursweephd,33,7,1,0.999954, 657.035,0.395182,0.553582
girg_n=50000_deg=5_dim=2_ple=2.75_T=0.0_seed=836_square,ifub_hd,33,3,1,0.999954, 5.33824,0.395182,0.553582
girg_n=50000_deg=5_dim=2_ple=2.75_T=0.0_seed=836_torus,ifub_foursweephd,31,11,1,0.999955, 2270.93,0.395182,0.553581
girg_n=50000_deg=5_dim=2_ple=2.75_T=0.0_seed=836_torus,ifub_hd,31,7,0,0.999977, 427.477,0.95585,0.00565
girg_n=50000_deg=5_dim=2_ple=2.75_T=0.4_seed=1001_square,ifub_foursweephd,26,6,0,0.999978, 968.07,0.638558,0.374782
girg_n=50000_deg=5_dim=2_ple=2.75_T=0.4_seed=1001_torus,ifub_foursweephd,28,6,18948,0.968487, 273.355,0.53664,0.849227
girg_n=50000_deg=5_dim=2_ple=2.75_T=0.4_seed=14_square,ifub_foursweephd,27,8,914,0.999935, 2241.06,0.168598,0.53497
girg_n=50000_deg=5_dim=2_ple=2.75_T=0.4_seed=14_square,ifub_hd,27,6,0,0.999978, 294.885,0.89267,0.440374
girg_n=50000_deg=5_dim=2_ple=2.75_T=0.4_seed=14_torus,ifub_foursweephd,26,6,3,0.999913, 421.492,0.497049,0.088782
girg_n=50000_deg=5_dim=2_ple=2.75_T=0.4_seed=237_square,ifub_foursweephd,27,15,9506,0.998497, 1873.96,0.970532,0.452716
girg_n=50000_deg=5_dim=2_ple=2.75_T=0.4_seed=237_square,ifub_hd,27,11,0,0.999978, 734.355,0.290834,0.965902
girg_n=50000_deg=5_dim=2_ple=2.75_T=0.4_seed=237_torus,ifub_foursweephd,30,7,1730,0.994324, 1403.73,0.899112,0.431661
girg_n=50000_deg=5_dim=2_ple=2.75_T=0.4_seed=237_torus,ifub_hd,30,4,0,0.999978, 1192.01,0.290833,0.965902
girg_n=50000_deg=5_dim=2_ple=2.75_T=0.4_seed=2_square,ifub_foursweephd,28,6,3,0.999913, 614.321,0.346904,0.234696
girg_n=50000_deg=5_dim=2_ple=2.75_T=0.4_seed=2_torus,ifub_foursweephd,30,6,125,0.988836, 465.418,0.991214,0.783221
girg_n=50000_deg=5_dim=2_ple=2.75_T=0.4_seed=321_square,ifub_foursweephd,26,6,1,0.999956, 818.214,0.718274,0.510376
girg_n=50000_deg=5_dim=2_ple=2.75_T=0.4_seed=321_torus,ifub_foursweephd,26,6,1,0.999957, 1785.57,0.718274,0.510376
girg_n=50000_deg=5_dim=2_ple=2.75_T=0.4_seed=356_square,ifub_foursweephd,27,9,0,0.999978, 168.117,0.481288,0.1508
girg_n=50000_deg=5_dim=2_ple=2.75_T=0.4_seed=356_torus,ifub_foursweephd,27,7,2,0.999935, 1423.02,0.713745,0.688723
girg_n=50000_deg=5_dim=2_ple=2.75_T=0.4_seed=356_torus,ifub_hd,27,5,0,0.999978, 9.01427,0.481288,0.1508
girg_n=50000_deg=5_dim=2_ple=2.75_T=0.4_seed=489_square,ifub_foursweephd,32,6,0,0.999978, 1613.07,0.418152,0.108178
girg_n=50000_deg=5_dim=2_ple=2.75_T=0.4_seed=489_square,ifub_hd,32,2,0,0.999978, 180.754,0.418152,0.108178
girg_n=50000_deg=5_dim=2_ple=2.75_T=0.4_seed=489_torus,ifub_foursweephd,22,6,0,0.999978, 461.311,0.418152,0.108178
girg_n=50000_deg=5_dim=2_ple=2.75_T=0.4_seed=55_square,ifub_foursweephd,30,6,0,0.999978, 1677.11,0.280556,0.365856
girg_n=50000_deg=5_dim=2_ple=2.75_T=0.4_seed=55_square,ifub_hd,30,2,0,0.999978, 60.7258,0.280556,0.365856
