graph,algo,diameter,bfs_count,startvtx_degree,startvtx_ecc,time_diameter_exact
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=836,ifub_foursweephd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=836,ifub_hd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=836,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=836,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=836,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=836,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=836,q4,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=836,q5,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=836_square,ifub_foursweephd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=836_square,ifub_hd,11,761,858,7,342273
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=836_square,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=836_square,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=836_square,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=836_square,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=836_square,q4,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=836_square,q5,11,761,858,7,257765
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=2323,ifub_foursweephd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=2323,ifub_hd,8,147,1046,5,78674.4
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=2323,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=2323,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=2323,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=2323,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=2323,q4,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=2323,q5,8,147,1046,5,62675.8
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=2323_square,ifub_foursweephd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=2323_square,ifub_hd,10,24,811,6,6518.7
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=2323_square,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=2323_square,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=2323_square,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=2323_square,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=2323_square,q4,10,365,151,6,199802
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=2323_square,q5,10,24,811,6,4730.68
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=252,ifub_foursweephd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=252,ifub_hd,9,188,995,5,36162.4
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=252,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=252,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=252,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=252,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=252,q4,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=252,q5,9,188,995,5,40849
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=252_square,ifub_foursweephd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=252_square,ifub_hd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=252_square,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=252_square,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=252_square,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=252_square,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=252_square,q4,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=252_square,q5,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=321,ifub_foursweephd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=321,ifub_hd,8,210,1058,6,134918
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=321,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=321,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=321,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=321,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=321,q4,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=321,q5,8,210,1058,6,74553.4
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=321_square,ifub_foursweephd,10,38,260,6,22577.6
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=321_square,ifub_hd,10,10,1014,6,5190.51
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=321_square,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=321_square,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=321_square,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=321_square,q3,10,2895,31,7,1.3222e+06
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=321_square,q4,10,292,180,7,86144.6
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=321_square,q5,10,10,1014,6,1170.77
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=34121,ifub_foursweephd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=34121,ifub_hd,8,279,952,5,169769
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=34121,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=34121,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=34121,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=34121,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=34121,q4,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=34121,q5,8,279,952,5,131013
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=34121_square,ifub_foursweephd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=34121_square,ifub_hd,11,65,806,7,2731.3
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=34121_square,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=34121_square,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=34121_square,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=34121_square,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=34121_square,q4,11,541,152,7,240237
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=34121_square,q5,11,65,806,7,24502.2
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=356,ifub_foursweephd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=356,ifub_hd,8,214,980,5,7597.14
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=356,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=356,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=356,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=356,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=356,q4,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=356,q5,8,214,980,5,66924.7
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=356_square,ifub_foursweephd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=356_square,ifub_hd,10,13,894,6,692.929
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=356_square,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=356_square,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=356_square,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=356_square,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=356_square,q4,10,771,163,7,371942
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=356_square,q5,10,13,894,6,3221.28
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=489,ifub_foursweephd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=489,ifub_hd,8,317,1023,5,179201
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=489,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=489,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=489,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=489,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=489,q4,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=489,q5,8,317,1023,5,224908
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=489_square,ifub_foursweephd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=489_square,ifub_hd,10,20,883,6,12096.6
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=489_square,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=489_square,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=489_square,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=489_square,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=489_square,q4,10,495,161,7,172315
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=489_square,q5,10,20,883,6,3722.87
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=64,ifub_foursweephd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=64,ifub_hd,8,293,990,5,152671
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=64,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=64,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=64,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=64,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=64,q4,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=64,q5,8,293,990,5,13703.3
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=64_square,ifub_foursweephd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=64_square,ifub_hd,10,31,906,6,1467.56
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=64_square,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=64_square,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=64_square,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=64_square,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=64_square,q4,10,1240,165,7,542677
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=64_square,q5,10,31,906,6,12825
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=836,ifub_foursweephd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=836,ifub_hd,8,233,1053,5,6279.92
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=836,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=836,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=836,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=836,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=836,q4,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=836,q5,8,233,1053,5,151497
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=836_square,ifub_foursweephd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=836_square,ifub_hd,10,999,783,6,381382
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=836_square,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=836_square,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=836_square,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=836_square,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=836_square,q4,10,706,148,7,315641
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.88_seed=836_square,q5,10,999,783,6,483369
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=2323,ifub_foursweephd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=2323,ifub_hd,8,63,902,5,49507.1
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=2323,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=2323,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=2323,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=2323,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=2323,q4,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=2323,q5,8,63,902,5,52105.5
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=2323_square,ifub_foursweephd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=2323_square,ifub_hd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=2323_square,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=2323_square,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=2323_square,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=2323_square,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=2323_square,q4,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=2323_square,q5,9,4706,686,6,1.19629e+06
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=252,ifub_foursweephd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=252,ifub_hd,8,69,792,5,40637.5
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=252,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=252,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=252,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=252,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=252,q4,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=252,q5,8,69,792,5,58761.3
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=252_square,ifub_foursweephd,10,408,80,7,169662
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=252_square,ifub_hd,10,12,565,6,11335.3
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=252_square,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=252_square,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=252_square,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=252_square,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=252_square,q4,10,335,115,7,180478
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=252_square,q5,10,12,565,6,9118.67
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=321,ifub_foursweephd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=321,ifub_hd,8,58,808,5,39017.7
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=321,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=321,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=321,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=321,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=321,q4,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=321,q5,8,58,808,5,18696
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=321_square,ifub_foursweephd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=321_square,ifub_hd,9,2253,792,6,1.26701e+06
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=321_square,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=321_square,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=321_square,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=321_square,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=321_square,q4,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=321_square,q5,9,2253,792,6,1.01569e+06
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=34121,ifub_foursweephd,8,388,528,5,166657
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=34121,ifub_hd,8,83,818,5,50273.6
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=34121,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=34121,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=34121,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=34121,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=34121,q4,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=34121,q5,8,83,818,5,41198.1
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=34121_square,ifub_foursweephd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=34121_square,ifub_hd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=34121_square,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=34121_square,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=34121_square,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=34121_square,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=34121_square,q4,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=34121_square,q5,9,3910,679,6,1.71121e+06
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=356,ifub_foursweephd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=356,ifub_hd,8,97,790,5,70071.8
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=356,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=356,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=356,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=356,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=356,q4,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=356,q5,8,97,790,5,34654.1
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=356_square,ifub_foursweephd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=356_square,ifub_hd,10,4,775,6,109.923
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=356_square,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=356_square,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=356_square,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=356_square,q3,10,3894,27,7,1.78607e+06
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=356_square,q4,10,68,148,7,29050.1
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=356_square,q5,10,4,775,6,848.451
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=489,ifub_foursweephd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=489,ifub_hd,8,117,792,5,66236.3
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=489,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=489,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=489,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=489,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=489,q4,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=489,q5,8,117,792,5,33595
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=489_square,ifub_foursweephd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=489_square,ifub_hd,10,12,747,7,4553.06
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=489_square,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=489_square,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=489_square,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=489_square,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=489_square,q4,10,44,142,7,19648.1
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=489_square,q5,10,12,747,7,4931.84
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=64,ifub_foursweephd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=64,ifub_hd,8,59,822,5,28653.5
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=64,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=64,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=64,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=64,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=64,q4,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=64,q5,8,59,822,5,14127.4
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=64_square,ifub_foursweephd,10,745,73,7,300174
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=64_square,ifub_hd,10,7,738,7,4293.31
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=64_square,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=64_square,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=64_square,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=64_square,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=64_square,q4,10,160,141,7,36448.9
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=64_square,q5,10,7,738,7,2937.68
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=836,ifub_foursweephd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=836,ifub_hd,8,115,833,5,44966.5
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=836,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=836,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=836,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=836,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=836,q4,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=836,q5,8,115,833,5,81119.8
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.9999_seed=836_square,ifub_foursweephd,10,77,178,7,45432.2
