graph,algo,diameter,bfs_count,startvtx_degree,startvtx_ecc,time_diameter_exact
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.53_seed=64_square,ifub_foursweephd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.53_seed=64_square,ifub_hd,15,2171,1188,10,483606
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.53_seed=64_square,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.53_seed=64_square,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.53_seed=64_square,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.53_seed=64_square,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.53_seed=64_square,q4,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.53_seed=64_square,q5,15,2171,1188,10,529853
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.53_seed=836,ifub_foursweephd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.53_seed=836,ifub_hd,12,45,1252,7,10622.9
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.53_seed=836,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.53_seed=836,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.53_seed=836,q2,12,11767,5,9,1.75427e+06
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.53_seed=836,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.53_seed=836,q4,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.53_seed=836,q5,12,45,1252,7,6036.9
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.53_seed=836_square,ifub_foursweephd,16,6,425,8,2809.47
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.53_seed=836_square,ifub_hd,16,3,946,9,123.009
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.53_seed=836_square,random,16,4090,8,10,924763
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.53_seed=836_square,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.53_seed=836_square,q2,16,671,5,11,104997
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.53_seed=836_square,q3,16,671,30,11,124023
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.53_seed=836_square,q4,16,68,170,10,10625.9
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.53_seed=836_square,q5,16,3,946,9,125.679
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=2323,ifub_foursweephd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=2323,ifub_hd,9,2441,1231,5,1.03702e+06
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=2323,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=2323,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=2323,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=2323,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=2323,q4,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=2323,q5,9,2441,1231,5,867153
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=2323_square,ifub_foursweephd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=2323_square,ifub_hd,11,262,989,7,133463
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=2323_square,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=2323_square,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=2323_square,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=2323_square,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=2323_square,q4,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=2323_square,q5,11,262,989,7,127046
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=252,ifub_foursweephd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=252,ifub_hd,9,3335,1155,7,1.58795e+06
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=252,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=252,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=252,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=252,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=252,q4,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=252,q5,9,3335,1155,7,1.27698e+06
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=252_square,ifub_foursweephd,11,1398,320,7,452487
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=252_square,ifub_hd,11,1851,846,7,332024
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=252_square,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=252_square,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=252_square,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=252_square,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=252_square,q4,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=252_square,q5,11,1851,846,7,619824
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=321,ifub_foursweephd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=321,ifub_hd,9,2756,1162,6,1.29354e+06
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=321,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=321,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=321,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=321,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=321,q4,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=321,q5,9,2756,1162,6,1.24315e+06
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=321_square,ifub_foursweephd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=321_square,ifub_hd,10,81,1146,7,2600.37
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=321_square,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=321_square,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=321_square,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=321_square,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=321_square,q4,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=321_square,q5,10,81,1146,7,21036
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=34121,ifub_foursweephd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=34121,ifub_hd,9,2461,1119,6,998350
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=34121,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=34121,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=34121,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=34121,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=34121,q4,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=34121,q5,9,2461,1119,6,863427
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=34121_square,ifub_foursweephd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=34121_square,ifub_hd,10,631,1015,7,260355
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=34121_square,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=34121_square,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=34121_square,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=34121_square,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=34121_square,q4,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=34121_square,q5,10,631,1015,7,231197
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=356,ifub_foursweephd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=356,ifub_hd,9,2277,1114,6,1.0713e+06
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=356,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=356,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=356,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=356,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=356,q4,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=356,q5,9,2277,1114,6,924060
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=356_square,ifub_foursweephd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=356_square,ifub_hd,11,281,1057,7,127887
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=356_square,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=356_square,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=356_square,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=356_square,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=356_square,q4,11,2491,188,8,884645
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=356_square,q5,11,281,1057,7,123058
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=489,ifub_foursweephd,9,1150,1184,6,494223
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=489,ifub_hd,9,1146,1184,6,591905
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=489,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=489,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=489,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=489,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=489,q4,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=489,q5,9,1146,1184,6,442869
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=489_square,ifub_foursweephd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=489_square,ifub_hd,10,182,1032,6,4711.34
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=489_square,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=489_square,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=489_square,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=489_square,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=489_square,q4,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=489_square,q5,10,182,1032,6,77103.9
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=64,ifub_foursweephd,10,1554,20,7,547358
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=64,ifub_hd,10,3,1150,6,582.78
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=64,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=64,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=64,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=64,q3,10,4431,33,7,1.60105e+06
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=64,q4,10,134,197,7,51222.2
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=64,q5,10,3,1150,6,823.841
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=64_square,ifub_foursweephd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=64_square,ifub_hd,11,229,1047,7,104766
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=64_square,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=64_square,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=64_square,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=64_square,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=64_square,q4,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=64_square,q5,11,229,1047,7,72017.6
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=836,ifub_foursweephd,9,2356,1164,6,1.07284e+06
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=836,ifub_hd,9,2352,1164,6,907236
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=836,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=836,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=836,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=836,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=836,q4,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=836,q5,9,2352,1164,6,1.13992e+06
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=836_square,ifub_foursweephd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=836_square,ifub_hd,11,113,871,6,40280.3
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=836_square,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=836_square,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=836_square,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=836_square,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=836_square,q4,11,5603,161,7,1.73601e+06
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.76_seed=836_square,q5,11,113,871,6,66726
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=2323,ifub_foursweephd,10,3087,77,7,1.1162e+06
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=2323,ifub_hd,10,10,1196,6,746.577
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=2323,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=2323,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=2323,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=2323,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=2323,q4,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=2323,q5,10,10,1196,6,3548.69
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=2323_square,ifub_foursweephd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=2323_square,ifub_hd,11,3286,975,7,1.16394e+06
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=2323_square,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=2323_square,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=2323_square,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=2323_square,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=2323_square,q4,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=2323_square,q5,11,3286,975,7,989046
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=252,ifub_foursweephd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=252,ifub_hd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=252,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=252,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=252,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=252,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=252,q4,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=252,q5,9,4444,1187,6,1.46062e+06
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=252_square,ifub_foursweephd,12,1496,36,8,534027
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=252_square,ifub_hd,12,26,899,7,9650.17
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=252_square,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=252_square,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=252_square,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=252_square,q3,12,5048,29,8,1.62602e+06
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=252_square,q4,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=252_square,q5,12,26,899,7,4174.12
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=321,ifub_foursweephd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=321,ifub_hd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=321,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=321,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=321,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=321,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=321,q4,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=321,q5,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=321_square,ifub_foursweephd,12,8,1205,7,2936.67
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=321_square,ifub_hd,12,4,1205,7,673.764
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=321_square,random,12,3220,35,9,1.33374e+06
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=321_square,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=321_square,q2,12,1005,5,8,355112
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=321_square,q3,12,354,34,8,107670
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=321_square,q4,12,498,204,8,178814
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=321_square,q5,12,4,1205,7,1596.08
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=34121,ifub_foursweephd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=34121,ifub_hd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=34121,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=34121,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=34121,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=34121,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=34121,q4,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=34121,q5,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=34121_square,ifub_foursweephd,13,301,421,8,102316
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=34121_square,ifub_hd,13,49,1078,9,1220.66
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=34121_square,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=34121_square,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=34121_square,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=34121_square,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=34121_square,q4,13,295,188,8,164663
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=34121_square,q5,13,49,1078,9,18593.8
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=356,ifub_foursweephd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=356,ifub_hd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=356,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=356,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=356,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=356,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=356,q4,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=356,q5,9,4698,1167,6,1.70093e+06
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=356_square,ifub_foursweephd,12,12,1105,7,6073.95
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=356_square,ifub_hd,12,8,1105,7,1365.7
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=356_square,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=356_square,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=356_square,q2,12,1702,5,8,699923
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=356_square,q3,12,2180,33,8,738032
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=356_square,q4,12,2389,191,8,727036
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=356_square,q5,12,8,1105,7,760.249
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=489,ifub_foursweephd,10,9,1165,6,3573.83
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=489,ifub_hd,10,5,1165,6,2120.91
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=489,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=489,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=489,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=489,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=489,q4,10,1371,199,7,428815
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=489,q5,10,5,1165,6,2294.14
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=489_square,ifub_foursweephd,12,554,34,7,224849
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=489_square,ifub_hd,12,12,1077,7,4365.72
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=489_square,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=489_square,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=489_square,q2,12,919,5,8,487408
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=489_square,q3,12,683,32,8,204374
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=489_square,q4,12,1100,190,8,344117
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=489_square,q5,12,12,1077,7,2069.34
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=64,ifub_foursweephd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=64,ifub_hd,10,10,1136,6,857.858
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=64,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=64,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=64,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=64,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=64,q4,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=64,q5,10,10,1136,6,1679.53
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=64_square,ifub_foursweephd,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=64_square,ifub_hd,11,1021,1118,7,432077
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=64_square,random,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=64_square,q1,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=64_square,q2,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=64_square,q3,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=64_square,q4,0,0,1800
girgbig_n=150000_deg=15_dim=2_ple=3.4_T=0.7_seed=64_square,q5,11,1021,1118,7,374003
